Protein ID,Log2 fold change
H26_vs_DksgA,0.244914943
H26_vs_DksgA,-0.578131071
H26_vs_DksgA,-0.105306639
H26_vs_DksgA,-0.065048705
H26_vs_DksgA,-0.176135196
H26_vs_DksgA,-0.120706803
H26_vs_DksgA,-0.035230481
H26_vs_DksgA,0.163334231
H26_vs_DksgA,0.331011019
H26_vs_DksgA,0.358476753
H26_vs_DksgA,0.246869073
H26_vs_DksgA,0.202953101
H26_vs_DksgA,0.224828242
H26_vs_DksgA,0.077068495
H26_vs_DksgA,-0.330754879
H26_vs_DksgA,-0.286470722
H26_vs_DksgA,-0.280316269
H26_vs_DksgA,0.182069179
H26_vs_DksgA,-0.3770079
H26_vs_DksgA,-0.090009303
H26_vs_DksgA,0.496734435
H26_vs_DksgA,1.209582127
H26_vs_DksgA,0.676004597
H26_vs_DksgA,-0.753634439
H26_vs_DksgA,0.044637475
H26_vs_DksgA,-0.131620552
H26_vs_DksgA,1.142801295
H26_vs_DksgA,-0.226756387
H26_vs_DksgA,-0.130413011
H26_vs_DksgA,0.124871091
H26_vs_DksgA,-0.409784197
H26_vs_DksgA,-0.406087365
H26_vs_DksgA,-0.613927463
H26_vs_DksgA,-0.913731865
H26_vs_DksgA,-0.309945538
H26_vs_DksgA,-0.030110797
H26_vs_DksgA,-0.347853562
H26_vs_DksgA,-0.149161753
H26_vs_DksgA,-4.057004482
H26_vs_DksgA,0.543223231
H26_vs_DksgA,-0.337524753
H26_vs_DksgA,-0.090184084
H26_vs_DksgA,-0.17210088
H26_vs_DksgA,-0.182100282
H26_vs_DksgA,-0.341152673
H26_vs_DksgA,-0.168472212
H26_vs_DksgA,-0.629601551
H26_vs_DksgA,0.566166563
H26_vs_DksgA,-0.68055983
H26_vs_DksgA,0
H26_vs_DksgA,0.010783993
H26_vs_DksgA,-0.039433582
H26_vs_DksgA,-0.036725677
H26_vs_DksgA,0.559327108
H26_vs_DksgA,0.683734318
H26_vs_DksgA,0.535267623
H26_vs_DksgA,0.031497764
H26_vs_DksgA,0.565323736
H26_vs_DksgA,0.118353029
H26_vs_DksgA,0.022466429
H26_vs_DksgA,-0.049215264
H26_vs_DksgA,-0.27761629
H26_vs_DksgA,0.024242551
H26_vs_DksgA,-0.011030907
H26_vs_DksgA,1.767357021
H26_vs_DksgA,0.04641554
H26_vs_DksgA,1.060717631
H26_vs_DksgA,0.267908201
H26_vs_DksgA,0.554673883
H26_vs_DksgA,0.00381138
H26_vs_DksgA,0.410955562
H26_vs_DksgA,-0.547809675
H26_vs_DksgA,0.553492775
H26_vs_DksgA,-0.68973217
H26_vs_DksgA,-0.245327456
H26_vs_DksgA,-0.679560143
H26_vs_DksgA,-0.174978076
H26_vs_DksgA,0.702531296
H26_vs_DksgA,0.721917708
H26_vs_DksgA,0.968101651
H26_vs_DksgA,0.93253369
H26_vs_DksgA,0.084894672
H26_vs_DksgA,0.151869214
H26_vs_DksgA,0.655714209
H26_vs_DksgA,0.182273507
H26_vs_DksgA,0.096518639
H26_vs_DksgA,0.768403989
H26_vs_DksgA,0.381129808
H26_vs_DksgA,0.228551218
H26_vs_DksgA,0.159823018
H26_vs_DksgA,0.826021018
H26_vs_DksgA,-0.534324472
H26_vs_DksgA,0.03738743
H26_vs_DksgA,-0.184923805
H26_vs_DksgA,0.17106871
H26_vs_DksgA,-0.468670128
H26_vs_DksgA,0.164145988
H26_vs_DksgA,-0.084811255
H26_vs_DksgA,-0.434625725
H26_vs_DksgA,-0.184756219
H26_vs_DksgA,0.356874106
H26_vs_DksgA,0.737911679
H26_vs_DksgA,-0.151679001
H26_vs_DksgA,0.547433827
H26_vs_DksgA,-0.024647124
H26_vs_DksgA,0.390308308
H26_vs_DksgA,0.052402088
H26_vs_DksgA,-1.217001063
H26_vs_DksgA,-0.067189247
H26_vs_DksgA,0.482393242
H26_vs_DksgA,-0.100246776
H26_vs_DksgA,0.056232295
H26_vs_DksgA,0.331439108
H26_vs_DksgA,0
H26_vs_DksgA,-0.435889229
H26_vs_DksgA,0.570042356
H26_vs_DksgA,-0.100989279
H26_vs_DksgA,0.229085111
H26_vs_DksgA,0.033874146
