Protein ID,Log2 fold change
H53_EL_RM_vs_H53_LL_RM_PEP,0.794730132
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.610568946
H53_EL_RM_vs_H53_LL_RM_PEP,0.660579243
H53_EL_RM_vs_H53_LL_RM_PEP,0.001164218
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.410125589
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.453845546
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.00058206
H53_EL_RM_vs_H53_LL_RM_PEP,0.387973438
H53_EL_RM_vs_H53_LL_RM_PEP,0.267562665
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.001455334
H53_EL_RM_vs_H53_LL_RM_PEP,0.382132166
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.715516637
H53_EL_RM_vs_H53_LL_RM_PEP,0.309901132
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.648362592
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.724750842
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.546607265
H53_EL_RM_vs_H53_LL_RM_PEP,0.569056785
H53_EL_RM_vs_H53_LL_RM_PEP,0.555094922
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.408492152
H53_EL_RM_vs_H53_LL_RM_PEP,0.538477338
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.680911565
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.142882605
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.363374036
H53_EL_RM_vs_H53_LL_RM_PEP,0.421252415
H53_EL_RM_vs_H53_LL_RM_PEP,0.284879877
H53_EL_RM_vs_H53_LL_RM_PEP,0.523955676
H53_EL_RM_vs_H53_LL_RM_PEP,0.042161748
H53_EL_RM_vs_H53_LL_RM_PEP,0.454506995
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.425187649
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.039217147
H53_EL_RM_vs_H53_LL_RM_PEP,0.010492179
H53_EL_RM_vs_H53_LL_RM_PEP,0.215490898
H53_EL_RM_vs_H53_LL_RM_PEP,0.643835062
H53_EL_RM_vs_H53_LL_RM_PEP,0.529689993
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.410779168
H53_EL_RM_vs_H53_LL_RM_PEP,0.180685274
H53_EL_RM_vs_H53_LL_RM_PEP,0.221686984
H53_EL_RM_vs_H53_LL_RM_PEP,0.535095123
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.505799555
H53_EL_RM_vs_H53_LL_RM_PEP,0.405553812
H53_EL_RM_vs_H53_LL_RM_PEP,0.370154563
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.398055481
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.457816027
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.293728208
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.459802881
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.070261054
H53_EL_RM_vs_H53_LL_RM_PEP,0.414375954
H53_EL_RM_vs_H53_LL_RM_PEP,0.24408284
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.456161137
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.437018863
H53_EL_RM_vs_H53_LL_RM_PEP,0.138639995
H53_EL_RM_vs_H53_LL_RM_PEP,0.002620046
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.617820732
H53_EL_RM_vs_H53_LL_RM_PEP,0.010200297
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.375652873
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.591299301
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.339902052
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.318174269
H53_EL_RM_vs_H53_LL_RM_PEP,0.299744898
